Time (UTC),Event,Scroll Position,Scroll Percentage,Mouse X,Mouse Y,URL,Image_Path
2023-07-23T14:37:25.219Z,mousemove,500.0,22.17522658610272,186.0,447.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.236Z,mousemove,500.0,22.17522658610272,186.0,453.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.252Z,mousemove,500.0,22.17522658610272,186.0,456.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.269Z,mousemove,500.0,22.17522658610272,186.0,459.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.286Z,mousemove,500.0,22.17522658610272,188.0,461.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.303Z,mousemove,500.0,22.17522658610272,192.0,462.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.319Z,mousemove,500.0,22.17522658610272,196.0,463.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.336Z,mousemove,500.0,22.17522658610272,198.0,463.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.403Z,mousemove,500.0,22.17522658610272,198.0,464.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.419Z,mousemove,500.0,22.17522658610272,198.0,465.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.436Z,mousemove,500.0,22.17522658610272,199.0,466.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.453Z,mousemove,500.0,22.17522658610272,200.0,468.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.469Z,mousemove,500.0,22.17522658610272,200.0,469.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.486Z,mousemove,500.0,22.17522658610272,204.0,475.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
2023-07-23T14:37:25.503Z,mousemove,500.0,22.17522658610272,209.0,483.0,https://www.essex.ac.uk/,web_pages/www.essex.ac.uk_/webpage_screenshot.png
